current_density_A_cm-2,voltage_V
0.051331351299999994,1.44999902
0.160576018,1.49999694
0.426316252,1.54999189
0.9179990169999999,1.60598253
1.4151500899999998,1.64997307
1.96645903,1.69996258
2.44740802,1.74995343
2.86066294,1.79994556
3.22486775,1.84993863
3.5520052900000003,1.89993241
3.84861,1.94992676
